订单ID,订单日期,邮寄方式,国家,地区,省/自治区,细分,类别,子类别,制造商,产品名称,数量,销售额,利润
A1004839,2016/12/15,二级,中国,西北,陕西,消费者,办公用品,装订机,Cardinal,"Cardinal 孔加固材料, 回收",3,80.00 ,38
A1004837,2016/12/15,一级,中国,西南,云南,公司,家具,椅子,Safco,"SAFCO 扶手椅, 每套两件",9,19475.00 ,9153
A1004839,2016/12/15,二级,中国,西北,陕西,消费者,技术,电话,苹果,"苹果 耳机, 混合尺寸",3,1066.00 ,245
A1004835,2016/12/15,二级,中国,华北,天津,公司,办公用品,收纳具,Rogers,"Rogers 锁柜, 工业",3,2969.00 ,1039
A1004835,2016/12/15,二级,中国,华北,天津,公司,家具,书架,Bush,"Bush 书库, 传统",3,5100.00 ,2346
A1004834,2016/12/15,标准级,中国,东北,黑龙江,小型企业,办公用品,信封,Jiffy,"Jiffy 搭扣信封, 每套 50 个",6,239.00 ,64
A1004834,2016/12/15,标准级,中国,东北,黑龙江,小型企业,办公用品,用品,Stiletto,"Stiletto 剪刀, 蓝色",6,661.00 ,125
A1004834,2016/12/15,标准级,中国,东北,黑龙江,小型企业,办公用品,美术,Boston,"Boston 画布, 整包",3,604.00 ,-91
A1004832,2016/12/15,二级,中国,中南,湖南,消费者,办公用品,用品,Stiletto,"Stiletto 开信刀, 锯齿状",2,140.00 ,-21
A1004838,2016/12/15,标准级,中国,东北,辽宁,消费者,办公用品,标签,Novimex,"Novimex 合法证物标签, 白色",5,244.00 ,83
A1004834,2016/12/15,标准级,中国,东北,黑龙江,小型企业,家具,书架,宜家,"宜家 书库, 白色",5,8538.00 ,2391
A1004834,2016/12/15,标准级,中国,东北,黑龙江,小型企业,技术,配件,Enermax,"Enermax 键盘, 回收",5,1896.00 ,625
A1004832,2016/12/15,二级,中国,中南,湖南,消费者,技术,电话,苹果,"苹果 音频基座, 全尺寸",3,1413.00 ,-47
A1004837,2016/12/15,标准级,中国,西南,云南,公司,办公用品,标签,Hon,"Hon 可去除的标签, 可调",7,267.00 ,123
A1004833,2016/12/15,标准级,中国,西北,陕西,小型企业,办公用品,器具,Hamilton Beach,"Hamilton Beach 炉灶, 红色",7,17716.00 ,0
A1004833,2016/12/15,标准级,中国,西北,陕西,小型企业,办公用品,收纳具,Eldon,"Eldon 搁板, 工业",8,1826.00 ,566
A1004841,2016/12/16,一级,中国,华东,江苏,消费者,办公用品,用品,Kleencut,"Kleencut 开信刀, 钢",5,370.00 ,-211
A1004841,2016/12/16,一级,中国,华东,江苏,消费者,家具,书架,宜家,"宜家 书库, 黑色",10,10213.00 ,-6128
A1004841,2016/12/16,一级,中国,华东,江苏,消费者,家具,椅子,Hon,"Hon 折叠椅, 黑色",4,885.00 ,-516
A1004843,2016/12/16,一级,中国,中南,广东,消费者,办公用品,标签,Harbour Creations,"Harbour Creations 文件夹标签, 可调",3,93.00 ,13
A1004846,2016/12/16,二级,中国,东北,黑龙江,公司,家具,桌子,Hon,"Hon 电脑桌, 组装",3,5184.00 ,276
A1004845,2016/12/16,标准级,中国,华东,福建,消费者,办公用品,收纳具,Smead,"Smead 盘, 蓝色",4,905.00 ,425
A1004845,2016/12/16,标准级,中国,华东,福建,消费者,办公用品,装订机,Acco,"Acco 订书机, 透明",2,472.00 ,151
A1004845,2016/12/16,标准级,中国,华东,福建,消费者,技术,复印机,Brother,"Brother 墨水, 红色",3,2037.00 ,428
A1004842,2016/12/16,标准级,中国,东北,吉林,消费者,家具,桌子,Lesro,"Lesro 会议桌, 白色",1,3009.00 ,120
A1004840,2016/12/16,标准级,中国,东北,黑龙江,消费者,家具,椅子,Harbour Creations,"Harbour Creations 椅垫, 红色",7,1411.00 ,-94
A1004840,2016/12/16,标准级,中国,东北,黑龙江,消费者,家具,椅子,Hon,"Hon 凳子, 每套两件",6,2787.00 ,-651
A1004844,2016/12/16,标准级,中国,华北,河北,小型企业,办公用品,美术,BIC,"BIC 荧光笔, 蓝色",1,71.00 ,-1
A1004847,2016/12/16,标准级,中国,东北,黑龙江,消费者,办公用品,收纳具,Fellowes,"Fellowes 文件夹, 单宽度",6,740.00 ,259
A1004847,2016/12/16,标准级,中国,东北,黑龙江,消费者,家具,书架,Sauder,"Sauder 柜, 白色",1,474.00 ,16
A1004847,2016/12/16,标准级,中国,东北,黑龙江,消费者,技术,配件,Memorex,"Memorex 键盘, 耐用",3,601.00 ,-10
A1004849,2016/12/17,标准级,中国,华东,上海,公司,办公用品,信封,Jiffy,"Jiffy 商业信封, 银色",3,257.00 ,87
A1004849,2016/12/17,标准级,中国,华东,上海,公司,办公用品,信封,Jiffy,"Jiffy 外皮和封条, 银色",5,523.00 ,246
A1004849,2016/12/17,标准级,中国,华东,上海,公司,办公用品,标签,Harbour Creations,"Harbour Creations 文件夹标签, 可调",4,124.00 ,17
A1004849,2016/12/17,标准级,中国,华东,上海,公司,办公用品,系固件,Stockwell,"Stockwell 图钉, 每包 12 个",3,109.00 ,16
A1004848,2016/12/17,标准级,中国,华东,上海,消费者,办公用品,纸张,Enermax,"Enermax 令, 回收",2,265.00 ,24
A1004849,2016/12/17,标准级,中国,华东,上海,公司,家具,书架,宜家,"宜家 书库, 传统",2,2035.00 ,68
A1004849,2016/12/17,标准级,中国,华东,上海,公司,技术,复印机,Hewlett,"Hewlett 墨水, 每套两件",2,833.00 ,-56
A1004852,2016/12/17,二级,中国,华东,山东,公司,办公用品,信封,Jiffy,"Jiffy 搭扣信封, 银色",2,102.00 ,16
A1004851,2016/12/17,标准级,中国,华东,山东,小型企业,办公用品,器具,Hamilton Beach,"Hamilton Beach 冰箱, 红色",3,7002.00 ,490
A1004851,2016/12/17,标准级,中国,华东,山东,小型企业,办公用品,系固件,Advantus,"Advantus 橡皮筋, 混合尺寸",4,262.00 ,2
A1004851,2016/12/17,标准级,中国,华东,山东,小型企业,办公用品,系固件,Stockwell,"Stockwell 回形针, 整包",2,130.00 ,63
A1004851,2016/12/17,标准级,中国,华东,山东,小型企业,办公用品,纸张,SanDisk,"SanDisk 令, 每包 12 个",4,633.00 ,82
A1004851,2016/12/17,标准级,中国,华东,山东,小型企业,办公用品,纸张,施乐,"施乐 计划信息表, 回收",4,379.00 ,128
A1004851,2016/12/17,标准级,中国,华东,山东,小型企业,办公用品,装订机,Acco,"Acco 打孔机, 回收",9,1280.00 ,486
A1004852,2016/12/17,二级,中国,华东,山东,公司,家具,用具,Deflect-O,"Deflect-O 灯泡, 耐用",3,224.00 ,9
A1004851,2016/12/17,标准级,中国,华东,山东,小型企业,家具,书架,宜家,"宜家 搁架, 黑色",1,801.00 ,320
A1004851,2016/12/17,标准级,中国,华东,山东,小型企业,家具,椅子,Office Star,"Office Star 凳子, 可调",5,4117.00 ,1111
A1004852,2016/12/17,二级,中国,华东,山东,公司,技术,复印机,佳能,"佳能 墨水, 每套两件",2,1373.00 ,494
A1004852,2016/12/17,二级,中国,华东,山东,公司,技术,复印机,惠普,"惠普 墨水, 数字化",5,2995.00 ,1168
A1004850,2016/12/17,标准级,中国,东北,黑龙江,公司,家具,书架,Sauder,"Sauder 书架, 黑色",2,1383.00 ,622
A1004854,2016/12/18,一级,中国,西南,四川,小型企业,办公用品,标签,Smead,"Smead 可去除的标签, 耐用",2,102.00 ,38
A1004854,2016/12/18,一级,中国,西南,四川,小型企业,家具,书架,Bush,"Bush 墙角架, 黑色",4,2340.00 ,772
A1004857,2016/12/18,标准级,中国,中南,广西,公司,办公用品,标签,Avery,"Avery 文件夹标签, 红色",3,125.00 ,53
A1004856,2016/12/18,标准级,中国,华东,上海,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 装订机, 透明",3,175.00 ,79
A1004856,2016/12/18,标准级,中国,华东,上海,消费者,家具,用具,Deflect-O,"Deflect-O 门挡, 耐用",6,1147.00 ,516
A1004858,2016/12/18,标准级,中国,中南,湖北,消费者,办公用品,纸张,Enermax,"Enermax 笔记本, 每包 12 个",5,762.00 ,197
A1004858,2016/12/18,标准级,中国,中南,湖北,消费者,技术,复印机,Hewlett,"Hewlett 个人复印机, 数字化",4,1612.00 ,268
A1004858,2016/12/18,标准级,中国,中南,湖北,消费者,技术,复印机,佳能,"佳能 无线传真机, 数字化",3,3178.00 ,-1748
A1004855,2016/12/18,标准级,中国,华东,福建,公司,办公用品,收纳具,Rogers,"Rogers 搁板, 工业",7,2045.00 ,40
A1004853,2016/12/18,标准级,中国,西南,重庆,消费者,技术,设备,冲电器,"冲电器 喷墨打印机, 耐用",4,5865.00 ,938
A1004859,2016/12/19,一级,中国,华东,山东,公司,办公用品,系固件,Stockwell,"Stockwell 回形针, 混合尺寸",4,212.00 ,86
A1004859,2016/12/19,一级,中国,华东,山东,公司,家具,椅子,Safco,"SAFCO 折叠椅, 每套两件",3,1231.00 ,184
A1004860,2016/12/19,标准级,中国,华北,山西,公司,办公用品,系固件,OIC,"OIC 图钉, 混合尺寸",2,65.00 ,-15
A1004860,2016/12/19,标准级,中国,华北,山西,公司,技术,电话,思科,"思科 耳机, 整包",2,496.00 ,-99
A1004860,2016/12/19,标准级,中国,华北,山西,公司,技术,配件,Enermax,"Enermax 鼠标, 回收",3,320.00 ,-203
A1004860,2016/12/19,标准级,中国,华北,山西,公司,技术,配件,Memorex,"Memorex 路由器, 回收",2,1367.00 ,205
A1004869,2016/12/21,一级,中国,华北,内蒙古,小型企业,办公用品,收纳具,Rogers,"Rogers 盒, 工业",3,342.00 ,96
A1004869,2016/12/21,一级,中国,华北,内蒙古,小型企业,家具,椅子,Safco,"SAFCO 摇椅, 可调",2,1282.00 ,487
A1004862,2016/12/21,一级,中国,华东,江苏,消费者,办公用品,信封,GlobeWeis,"GlobeWeis 搭扣信封, 银色",2,115.00 ,45
A1004862,2016/12/21,一级,中国,华东,江苏,消费者,办公用品,器具,Hoover,"Hoover 烤面包机, 黑色",4,1551.00 ,744
A1004864,2016/12/21,二级,中国,华东,山东,公司,办公用品,装订机,Ibico,"Ibico 标签, 耐用",3,87.00 ,-29
A1004868,2016/12/21,标准级,中国,东北,吉林,消费者,办公用品,标签,Harbour Creations,"Harbour Creations 合法证物标签, 耐用",2,106.00 ,2
A1004868,2016/12/21,标准级,中国,东北,吉林,消费者,办公用品,系固件,Stockwell,"Stockwell 按钉, 整包",5,326.00 ,150
A1004868,2016/12/21,标准级,中国,东北,吉林,消费者,办公用品,纸张,施乐,"施乐 令, 每包 12 个",3,427.00 ,119
A1004863,2016/12/21,标准级,中国,华东,山东,消费者,办公用品,收纳具,Eldon,"Eldon 锁柜, 金属",2,1838.00 ,147
A1004863,2016/12/21,标准级,中国,华东,山东,消费者,办公用品,装订机,Acco,"Acco 装订机, 实惠",2,141.00 ,27
A1004866,2016/12/21,标准级,中国,华东,江苏,消费者,办公用品,用品,Elite,"Elite 大剪刀, 蓝色",5,658.00 ,-33
A1004861,2016/12/21,标准级,中国,西南,重庆,消费者,办公用品,信封,GlobeWeis,"GlobeWeis 外皮和封条, 回收",4,377.00 ,18
A1004861,2016/12/21,标准级,中国,西南,重庆,消费者,办公用品,系固件,Stockwell,"Stockwell 按钉, 整包",9,587.00 ,270
A1004861,2016/12/21,标准级,中国,西南,重庆,消费者,办公用品,美术,Boston,"Boston 荧光笔, 金属",3,282.00 ,68
A1004861,2016/12/21,标准级,中国,西南,重庆,消费者,办公用品,装订机,Acco,"Acco 孔加固材料, 回收",5,164.00 ,3
A1004864,2016/12/21,二级,中国,华东,山东,公司,家具,椅子,Harbour Creations,"Harbour Creations 椅垫, 可调",5,1043.00 ,104
A1004868,2016/12/21,标准级,中国,东北,吉林,消费者,家具,书架,宜家,"宜家 墙角架, 传统",2,1149.00 ,413
A1004863,2016/12/21,标准级,中国,华东,山东,消费者,家具,椅子,Harbour Creations,"Harbour Creations 摇椅, 每套两件",1,627.00 ,181
A1004863,2016/12/21,标准级,中国,华东,山东,消费者,家具,椅子,Novimex,"Novimex 椅垫, 可调",4,988.00 ,406
A1004866,2016/12/21,标准级,中国,华东,江苏,消费者,家具,用具,Eldon,"Eldon 相框, 黑色",2,325.00 ,-87
A1004861,2016/12/21,标准级,中国,西南,重庆,消费者,家具,书架,Bush,"Bush 墙角架, 传统",6,3472.00 ,868
A1004861,2016/12/21,标准级,中国,西南,重庆,消费者,家具,用具,Tenex,"Tenex 门挡, 一包多件",2,410.00 ,139
A1004867,2016/12/21,标准级,中国,华北,河北,公司,技术,配件,罗技,"罗技 键区, 回收",5,1030.00 ,453
A1004868,2016/12/21,标准级,中国,东北,吉林,消费者,技术,电话,三星,"三星 音频基座, 混合尺寸",3,2376.00 ,974
A1004861,2016/12/21,标准级,中国,西南,重庆,消费者,技术,复印机,夏普,"夏普 个人复印机, 红色",5,2206.00 ,414
A1004861,2016/12/21,标准级,中国,西南,重庆,消费者,技术,复印机,夏普,"夏普 传真机, 每套两件",5,5519.00 ,-621
A1004870,2016/12/21,标准级,中国,东北,黑龙江,公司,办公用品,器具,KitchenAid,"KitchenAid 咖啡研磨机, 银色",5,1662.00 ,232
A1004865,2016/12/21,标准级,中国,华东,山东,小型企业,办公用品,装订机,Ibico,"Ibico 装订机, 耐用",2,158.00 ,55
A1004876,2016/12/22,当日,中国,华东,福建,公司,办公用品,用品,Kleencut,"Kleencut 大剪刀, 锯齿状",1,203.00 ,10
A1004873,2016/12/22,当日,中国,华北,内蒙古,消费者,办公用品,信封,Kraft,"Kraft 搭扣信封, 银色",1,53.00 ,24
A1004873,2016/12/22,当日,中国,华北,内蒙古,消费者,办公用品,器具,Hoover,"Hoover 微波炉, 黑色",2,1725.00 ,-777
A1004873,2016/12/22,当日,中国,华北,内蒙古,消费者,办公用品,收纳具,Fellowes,"Fellowes 盒, 工业",3,282.00 ,68
A1004876,2016/12/22,当日,中国,华东,福建,公司,家具,椅子,Harbour Creations,"Harbour Creations 椅垫, 每套两件",3,1040.00 ,301
A1004876,2016/12/22,当日,中国,华东,福建,公司,技术,复印机,佳能,"佳能 复印机, 每套两件",2,2447.00 ,661
A1004876,2016/12/22,当日,中国,华东,福建,公司,技术,设备,StarTech,"StarTech 喷墨打印机, 耐用",8,11271.00 ,4057
A1004873,2016/12/22,当日,中国,华北,内蒙古,消费者,技术,设备,松下,"松下 喷墨打印机, 红色",8,6927.00 ,-116
A1004875,2016/12/22,二级,中国,东北,辽宁,公司,技术,设备,StarTech,"StarTech 打印机, 多色",5,3586.00 ,-598
A1004874,2016/12/22,二级,中国,中南,湖北,消费者,技术,配件,罗技,"罗技 鼠标, 实惠",3,246.00 ,-45
A1004872,2016/12/22,标准级,中国,中南,广东,消费者,办公用品,装订机,Avery,"Avery 装订机盖, 回收",2,64.00 ,-23
A1004872,2016/12/22,标准级,中国,中南,广东,消费者,家具,用具,Advantus,"Advantus 框架, 优质",3,922.00 ,-108
A1004878,2016/12/22,标准级,中国,华北,河北,公司,办公用品,信封,Jiffy,"Jiffy 商业信封, 回收",6,413.00 ,115
A1004877,2016/12/22,标准级,中国,中南,河南,消费者,办公用品,器具,Hoover,"Hoover 咖啡研磨机, 红色",2,385.00 ,-218
A1004877,2016/12/22,标准级,中国,中南,河南,消费者,办公用品,收纳具,Rogers,"Rogers 文件车, 蓝色",7,4626.00 ,46
A1004877,2016/12/22,标准级,中国,中南,河南,消费者,办公用品,系固件,Stockwell,"Stockwell 订书钉, 金属",1,31.00 ,-17
A1004871,2016/12/22,标准级,中国,华北,天津,消费者,办公用品,纸张,Enermax,"Enermax 令, 每包 12 个",8,1217.00 ,133
A1004878,2016/12/22,标准级,中国,华北,河北,公司,技术,配件,贝尔金,"贝尔金 键盘, 耐用",4,1570.00 ,220
A1004880,2016/12/23,当日,中国,华东,安徽,消费者,办公用品,信封,Kraft,"Kraft 外皮和封条, 回收",3,270.00 ,76
A1004880,2016/12/23,当日,中国,华东,安徽,消费者,办公用品,系固件,OIC,"OIC 橡皮筋, 每包 12 个",3,231.00 ,85
A1004880,2016/12/23,当日,中国,华东,安徽,消费者,家具,用具,Advantus,"Advantus 灯泡, 黑色",3,281.00 ,84
A1004879,2016/12/23,一级,中国,东北,辽宁,消费者,办公用品,标签,Smead,"Smead 文件夹标签, 耐用",5,216.00 ,43
A1004883,2016/12/23,二级,中国,东北,黑龙江,消费者,办公用品,装订机,Ibico,"Ibico 装订机盖, 透明",2,122.00 ,21
A1004884,2016/12/23,标准级,中国,西北,陕西,消费者,办公用品,信封,Ames,"Ames 搭扣信封, 银色",2,90.00 ,1
A1004884,2016/12/23,标准级,中国,西北,陕西,消费者,办公用品,标签,Harbour Creations,"Harbour Creations 可去除的标签, 红色",3,142.00 ,30
A1004884,2016/12/23,标准级,中国,西北,陕西,消费者,技术,复印机,Brother,"Brother 墨水, 每套两件",3,2062.00 ,454
A1004882,2016/12/23,标准级,中国,华北,山西,消费者,办公用品,系固件,Stockwell,"Stockwell 按钉, 混合尺寸",2,107.00 ,53
A1004882,2016/12/23,标准级,中国,华北,山西,消费者,家具,书架,Dania,"Dania 古典书架, 金属",3,5743.00 ,632
A1004882,2016/12/23,标准级,中国,华北,山西,消费者,技术,复印机,惠普,"惠普 复印机, 每套两件",4,4549.00 ,455
A1004882,2016/12/23,标准级,中国,华北,山西,消费者,技术,电话,三星,"三星 耳机, 整包",3,1026.00 ,503
A1004881,2016/12/23,标准级,中国,中南,河南,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 孔加固材料, 实惠",3,38.00 ,-10
A1004888,2016/12/24,一级,中国,东北,吉林,小型企业,办公用品,装订机,Avery,"Avery 订书机, 回收",3,689.00 ,62
A1004887,2016/12/24,一级,中国,中南,广东,消费者,办公用品,信封,Cameo,"Cameo 马尼拉纸信封, 红色",4,570.00 ,51
A1004892,2016/12/24,标准级,中国,华北,内蒙古,公司,办公用品,系固件,OIC,"OIC 图钉, 每包 12 个",2,126.00 ,35
A1004886,2016/12/24,标准级,中国,华北,北京,小型企业,办公用品,装订机,Avery,"Avery 孔加固材料, 实惠",3,62.00 ,28
A1004886,2016/12/24,标准级,中国,华北,北京,小型企业,办公用品,装订机,Avery,"Avery 打孔机, 实惠",2,260.00 ,13
A1004890,2016/12/24,标准级,中国,西南,贵州,消费者,办公用品,装订机,Wilson Jones,"Wilson Jones 装订机盖, 实惠",5,261.00 ,86
A1004889,2016/12/24,标准级,中国,华东,上海,公司,办公用品,系固件,OIC,"OIC 订书钉, 整包",3,95.00 ,-21
A1004891,2016/12/24,标准级,中国,中南,广东,公司,办公用品,装订机,Ibico,"Ibico 订书机, 实惠",5,720.00 ,-48
A1004889,2016/12/24,标准级,中国,华东,上海,公司,家具,桌子,Bevis,"Bevis 圆桌, 黑色",14,13542.00 ,-6771
A1004889,2016/12/24,标准级,中国,华东,上海,公司,家具,用具,Deflect-O,"Deflect-O 闹钟, 黑色",3,423.00 ,-85
A1004885,2016/12/24,标准级,中国,华北,天津,消费者,办公用品,信封,Jiffy,"Jiffy 外皮和封条, 红色",3,330.00 ,82
A1004885,2016/12/24,标准级,中国,华北,天津,消费者,办公用品,用品,Fiskars,"Fiskars 修剪器, 锯齿状",7,1274.00 ,624
A1004885,2016/12/24,标准级,中国,华北,天津,消费者,家具,椅子,Novimex,"Novimex 沙滩椅, 每套两件",4,900.00 ,333
A1004885,2016/12/24,标准级,中国,华北,天津,消费者,家具,椅子,Office Star,"Office Star 摇椅, 红色",4,2630.00 ,157
A1004885,2016/12/24,标准级,中国,华北,天津,消费者,家具,用具,Tenex,"Tenex 框架, 一包多件",3,1541.00 ,755
A1004893,2016/12/24,标准级,中国,华东,安徽,公司,技术,复印机,夏普,"夏普 传真机, 数字化",7,9646.00 ,3086
A1004885,2016/12/24,标准级,中国,华北,天津,消费者,技术,复印机,佳能,"佳能 复印机, 红色",1,1215.00 ,12
A1004885,2016/12/24,标准级,中国,华北,天津,消费者,技术,设备,StarTech,"StarTech 打印机, 多色",4,4782.00 ,1434
A1004894,2016/12/25,标准级,中国,华东,江苏,公司,办公用品,纸张,Green Bar,"Green Bar 信纸, 优质",2,452.00 ,158
A1004894,2016/12/25,标准级,中国,华东,江苏,公司,技术,复印机,Brother,"Brother 传真机, 数字化",2,1782.00 ,-772
